flow_rate_lps,pressure_bar,ph_level,turbidity_ntu,chlorine_ppm,conductivity_us,water_temp_c,anomaly
41.14,5.28,7.55,0.5,1.3,425.6,16.2,0
58.48,3.88,6.86,0.14,1.56,408.2,17.4,0
48.0,4.08,7.15,1.8,1.44,379.2,24.9,0
40.76,5.16,7.48,1.53,1.81,497.5,22.8,0
45.93,4.78,7.39,1.79,1.83,478.0,15.6,0
47.08,3.83,7.55,1.05,1.72,390.6,18.7,0
45.76,3.87,7.43,0.45,1.34,470.3,18.1,0
45.6,4.8,7.44,0.31,2.18,526.2,13.9,0
37.33,4.56,7.73,0.1,1.9,388.5,16.3,0
47.15,4.19,7.35,0.23,1.55,484.2,22.6,0
45.93,4.45,6.96,0.44,1.22,475.9,7.1,0
43.99,4.87,7.02,2.35,1.17,447.8,22.0,0
44.26,5.38,7.42,0.42,2.27,439.8,20.8,0
37.72,4.11,7.39,3.91,1.63,460.0,19.5,0
44.88,4.27,6.78,0.64,1.44,436.4,18.8,0
9.03,8.01,7.47,0.3,1.56,370.9,22.0,1
49.8,4.6,7.05,1.71,1.52,401.5,17.8,0
48.57,4.52,7.34,0.1,1.6,418.3,21.3,0
44.96,4.28,7.33,1.38,1.57,521.9,20.4,0
51.27,4.16,6.56,0.1,1.81,391.9,24.3,0
38.89,10.26,6.78,1.95,1.78,393.7,21.3,1
43.71,4.52,7.31,0.53,1.46,403.1,16.4,0
33.41,4.79,7.1,3.46,1.93,444.4,10.1,0
45.82,4.59,7.06,2.05,1.19,464.9,23.5,0
52.09,4.68,7.25,1.52,1.2,383.5,22.0,0
43.8,8.21,7.19,0.14,1.37,382.3,13.2,1
51.14,4.84,6.9,0.77,1.25,482.2,19.9,0
40.73,3.39,7.19,0.51,1.73,444.7,13.6,0
47.68,4.42,6.95,0.47,1.62,546.0,17.9,0
44.15,4.73,7.27,0.11,1.27,485.6,17.0,0
51.44,5.22,6.88,0.62,1.14,525.7,14.1,0
49.02,5.12,7.53,1.11,0.94,512.3,18.0,0
43.54,3.9,7.23,0.35,1.57,472.7,18.2,0
51.07,5.14,6.56,0.65,1.14,447.2,15.9,0
39.85,4.29,6.92,2.2,1.63,544.4,7.8,0
44.27,4.38,7.25,5.66,1.21,552.5,16.9,0
47.95,4.51,6.98,4.59,1.22,532.3,20.2,0
42.53,4.6,7.24,0.15,1.25,462.0,18.2,0
39.85,5.25,7.24,1.07,1.73,452.0,15.7,0
45.21,5.4,7.04,1.42,1.83,486.3,10.9,0
42.9,4.75,7.59,0.37,2.07,394.4,22.8,0
38.47,4.49,7.14,0.31,1.44,428.0,13.3,0
46.93,4.55,7.16,0.72,1.81,355.3,13.7,0
54.51,4.37,6.97,0.99,1.87,444.2,20.9,0
46.79,4.76,7.51,0.16,1.7,428.4,21.3,0
43.43,4.61,7.5,0.53,1.45,414.9,18.5,0
44.86,5.04,8.4,28.95,0.35,523.0,18.4,1
42.56,4.11,7.44,5.56,1.38,413.6,20.6,0
40.29,5.15,7.32,0.1,1.71,474.4,16.3,0
46.8,4.41,7.29,2.13,1.88,461.0,20.5,0
47.43,4.19,7.23,0.42,1.65,506.3,22.5,0
39.45,4.91,6.88,0.95,1.5,356.0,9.9,0
41.3,3.78,7.23,0.49,1.48,386.9,17.4,0
49.87,3.56,7.6,1.87,1.58,452.4,14.2,0
45.18,5.3,7.07,0.1,1.69,449.6,15.2,0
55.19,4.83,7.17,3.2,1.54,440.9,22.9,0
45.71,4.71,7.48,0.16,1.47,502.2,22.5,0
44.99,4.75,7.73,0.57,1.93,438.1,9.9,0
42.26,4.6,7.04,0.23,1.87,467.2,13.5,0
36.57,4.78,7.37,5.33,1.39,479.8,19.0,0
3.42,8.52,7.28,0.37,1.62,500.4,14.6,1
6.29,8.33,7.44,0.1,1.59,460.1,19.6,1
38.01,4.29,7.22,0.78,1.5,406.4,17.3,0
44.0,4.11,6.77,3.22,1.35,416.2,15.9,0
2.88,9.51,7.68,0.24,2.05,461.9,22.0,1
46.07,4.73,6.97,0.52,1.68,545.1,19.6,0
47.89,4.5,6.96,0.38,1.66,478.3,22.5,0
46.24,3.45,7.15,0.85,1.75,421.4,15.6,0
46.5,3.64,7.06,0.3,1.72,427.1,19.5,0
35.54,4.43,7.05,0.64,1.16,470.9,16.4,0
40.09,11.17,7.61,0.68,0.96,363.1,23.6,1
3.21,6.72,7.32,0.1,1.36,419.9,23.0,1
42.54,4.8,7.11,0.71,1.3,488.5,18.7,0
46.32,4.13,7.15,4.11,0.91,442.8,15.8,0
44.38,5.3,7.25,2.54,1.7,454.5,18.6,0
42.1,4.26,6.98,0.87,2.27,410.9,18.5,0
43.58,4.65,7.25,0.26,1.52,448.2,20.3,0
37.23,3.92,6.69,0.33,1.38,358.7,14.7,0
38.07,4.59,8.2,17.07,0.35,445.4,19.8,1
44.85,4.17,7.67,3.7,1.48,568.6,20.3,0
40.82,4.6,7.39,1.19,1.74,450.9,20.0,0
42.82,4.17,7.48,1.1,1.45,524.9,17.3,0
43.81,3.92,7.1,0.28,1.88,448.9,11.9,0
41.4,5.07,7.01,4.39,1.8,372.6,23.4,0
45.85,4.48,7.32,0.96,1.15,425.7,23.2,0
51.0,4.49,7.35,0.6,1.29,444.0,20.6,0
45.06,4.23,7.64,0.57,1.49,487.1,21.1,0
42.13,4.41,6.99,4.05,1.2,472.2,15.7,0
45.47,10.74,7.13,2.55,1.63,545.8,25.8,1
46.0,3.93,7.0,1.53,1.93,397.7,26.4,0
45.39,5.19,7.46,2.1,1.83,457.2,20.8,0
38.64,4.95,7.0,0.48,1.15,466.0,16.5,0
56.6,4.01,7.27,0.16,1.38,406.5,9.0,0
39.29,4.35,7.67,1.5,1.45,484.3,18.9,0
43.77,4.52,7.12,0.14,1.23,471.8,13.0,0
38.43,4.52,7.49,7.23,1.46,411.7,15.1,0
40.15,4.56,7.5,2.75,2.08,515.1,11.9,0
16.95,1.9,7.46,6.37,1.51,388.2,14.2,1
46.73,4.29,7.14,0.13,1.28,408.9,24.0,0
48.85,4.53,7.33,4.24,1.68,402.2,19.0,0
42.51,4.34,6.9,0.98,1.77,393.7,15.8,0
19.01,2.26,6.85,3.89,1.57,478.5,16.8,1
50.65,4.54,6.67,1.87,2.01,471.6,18.7,0
50.03,10.05,7.2,1.46,1.18,407.9,14.2,1
55.16,4.96,7.52,0.63,1.49,481.5,15.8,0
44.19,4.3,6.66,1.94,1.22,524.3,19.4,0
15.05,1.81,7.24,2.15,1.43,542.0,18.5,1
48.31,4.53,7.36,0.1,1.31,487.0,13.3,0
54.83,4.91,7.01,25.23,0.2,550.3,17.9,1
35.93,5.28,7.33,1.95,1.89,356.5,19.9,0
2.97,9.61,7.71,2.07,1.63,414.9,26.6,1
38.51,4.33,6.47,22.53,0.32,387.1,15.8,1
52.85,4.71,6.95,0.83,1.11,471.1,22.3,0
45.03,4.67,7.29,0.67,1.12,415.4,18.7,0
38.87,5.4,7.76,2.23,1.35,460.0,26.5,0
46.27,4.4,7.36,1.3,1.27,427.7,14.2,0
52.03,4.35,7.53,0.37,1.65,504.1,23.1,0
55.33,5.17,7.42,1.3,1.77,475.0,12.5,0
43.03,4.19,7.9,1.35,1.38,540.6,21.9,0
39.65,5.19,7.48,0.38,1.25,435.1,17.8,0
4.79,8.98,7.2,0.33,1.34,442.7,20.4,1
24.27,2.31,7.29,0.33,1.14,431.2,11.9,1
43.68,3.94,7.68,0.35,1.48,401.2,12.5,0
49.99,5.04,7.32,0.53,1.18,520.8,27.5,0
41.1,4.77,7.43,0.46,1.26,363.4,21.8,0
44.06,4.32,7.13,0.35,1.6,387.1,20.4,0
47.81,4.2,7.3,0.92,1.79,493.8,15.2,0
51.95,4.94,7.46,1.79,1.24,525.0,13.1,0
51.58,4.05,7.2,0.56,1.18,416.4,8.4,0
38.81,4.13,7.93,1.47,1.75,400.5,11.6,0
46.32,3.33,7.73,0.37,1.82,466.6,23.6,0
53.51,5.15,7.13,4.05,1.54,412.4,21.7,0
42.41,3.96,7.55,0.1,1.15,380.2,25.8,0
55.13,4.99,7.37,0.34,1.54,370.6,18.0,0
39.18,8.6,7.54,0.1,1.51,435.4,21.8,1
51.24,4.86,7.23,1.45,1.91,542.5,11.9,0
41.03,4.37,7.16,1.58,1.06,417.6,23.1,0
47.88,4.09,7.71,0.94,1.35,424.8,28.9,0
42.27,4.91,7.68,0.35,1.18,438.7,17.8,0
44.9,4.92,7.74,5.0,1.33,419.9,19.9,0
31.85,4.27,7.09,0.1,1.65,434.1,16.0,0
40.29,5.57,7.23,0.35,1.57,432.1,14.4,0
40.99,5.09,7.23,1.09,1.75,477.7,19.4,0
45.94,3.81,7.18,0.1,1.13,439.1,18.9,0
40.06,4.9,7.24,0.28,1.8,438.0,20.6,0
43.11,4.14,6.9,0.97,1.7,392.0,22.7,0
46.63,4.82,6.58,2.0,0.97,429.5,13.1,0
43.07,4.6,7.05,2.2,1.37,459.4,16.2,0
49.98,4.9,7.39,3.92,1.34,529.5,16.9,0
35.76,3.86,7.24,1.56,1.29,388.4,23.4,0
53.74,3.92,7.06,0.78,1.69,446.2,20.7,0
39.09,5.26,7.51,1.09,1.63,529.6,11.8,0
45.27,3.5,6.9,1.08,1.78,463.8,18.4,0
41.61,4.05,7.19,0.35,1.31,418.3,17.0,0
42.15,4.24,7.15,0.24,1.86,387.9,10.5,0
42.1,4.82,7.65,0.79,0.66,461.4,15.1,0
45.74,4.94,6.85,0.62,1.43,500.3,19.3,0
44.46,4.44,7.21,1.33,1.54,525.6,19.6,0
36.07,4.66,6.9,1.52,0.87,473.0,21.3,0
44.68,4.23,7.31,4.71,1.48,490.6,16.2,0
37.35,4.88,7.25,0.32,1.25,447.2,20.5,0
38.3,3.86,6.74,0.83,1.5,472.8,22.5,0
10.49,2.86,6.94,1.43,1.01,384.5,18.3,1
38.01,4.58,7.13,0.99,1.0,454.9,19.8,0
34.77,3.87,7.09,0.15,1.81,506.2,14.9,0
42.54,4.62,6.87,0.98,1.04,477.6,14.6,0
48.53,9.52,7.3,0.4,1.76,506.3,20.9,1
6.15,6.4,7.18,0.72,1.34,508.6,22.3,1
48.42,4.86,7.11,0.1,1.54,481.2,13.2,0
46.27,5.26,7.35,0.15,1.43,322.7,18.6,0
48.2,4.58,7.33,1.46,1.42,429.0,16.7,0
45.7,4.07,6.42,1.29,2.18,489.6,11.3,0
46.65,4.31,5.55,23.75,0.25,394.1,16.6,1
41.98,3.99,7.49,0.1,1.71,450.4,20.4,0
10.84,1.6,6.94,0.14,1.54,510.0,11.1,1
48.44,4.92,7.48,3.39,1.49,392.9,15.7,0
47.48,5.4,6.87,2.4,1.4,406.2,14.4,0
50.8,4.41,7.56,0.83,1.84,464.9,21.6,0
49.01,4.62,7.17,0.1,1.75,435.9,23.9,0
48.66,4.49,6.72,1.69,1.18,424.9,13.2,0
47.32,4.81,6.65,1.11,1.31,481.2,19.7,0
45.61,4.02,7.7,0.29,1.86,480.2,15.1,0
47.53,3.97,7.07,1.73,1.65,394.3,20.7,0
50.34,5.62,6.23,27.63,0.25,493.7,16.7,1
52.5,4.18,7.29,0.59,1.56,444.6,17.2,0
39.67,4.99,7.72,2.02,1.42,404.2,16.5,0
51.98,4.55,6.98,1.86,1.31,370.4,18.6,0
54.23,4.43,7.43,2.24,1.44,449.6,19.4,0
43.59,3.73,7.71,0.1,0.69,460.1,13.5,0
38.9,5.0,7.19,2.37,1.51,429.6,24.2,0
49.91,4.31,6.94,0.14,1.57,495.7,18.6,0
40.9,5.63,6.86,2.82,1.94,484.5,9.2,0
41.18,4.68,7.44,0.12,1.91,415.0,21.6,0
42.14,4.64,7.2,0.4,1.81,482.2,23.6,0
4.07,9.17,7.45,1.79,1.26,373.6,18.0,1
44.98,4.02,7.29,0.58,1.03,419.5,21.8,0
42.68,5.44,7.21,0.53,1.88,409.5,21.2,0
42.27,3.46,7.35,4.28,1.48,477.2,14.7,0
41.75,4.42,7.14,0.75,1.16,401.5,15.7,0
45.2,4.89,7.37,0.1,1.22,533.4,16.4,0
47.8,4.48,7.37,1.86,1.49,454.2,11.6,0
41.7,4.86,7.34,0.1,2.15,400.8,18.9,0
47.39,4.69,7.62,0.29,1.22,474.0,15.7,0
48.39,3.81,7.42,1.59,1.71,433.1,7.6,0
42.79,4.84,7.04,0.33,1.7,472.9,18.8,0
54.47,4.48,6.91,0.87,1.43,465.0,21.0,0
43.94,3.86,7.04,2.74,1.87,477.9,14.5,0
38.84,4.71,7.72,2.41,1.42,462.7,12.2,0
43.31,5.09,7.33,0.22,1.66,473.3,23.8,0
59.19,4.31,7.58,0.53,1.58,442.9,16.6,0
42.13,4.8,7.47,3.15,1.4,472.3,13.1,0
38.61,5.43,7.73,1.19,1.5,400.3,19.1,0
52.0,4.42,7.1,0.32,1.57,519.0,16.5,0
44.36,4.69,7.37,0.74,1.16,398.3,13.0,0
44.26,3.59,7.2,5.71,1.34,513.6,16.3,0
2.16,7.65,6.89,0.2,1.42,406.4,23.7,1
47.46,4.13,7.38,1.91,1.12,427.0,17.8,0
37.24,4.2,6.87,1.39,1.02,422.8,10.0,0
39.6,4.81,7.41,25.55,0.31,498.3,18.6,1
45.55,5.14,7.45,0.95,0.99,447.3,11.3,0
43.5,4.46,6.75,0.62,1.68,495.5,14.2,0
40.25,5.47,7.6,2.31,1.91,500.7,21.7,0
4.88,9.03,6.85,0.27,1.14,516.5,15.7,1
44.44,4.16,6.97,0.55,1.13,467.7,18.4,0
41.54,4.97,7.09,2.36,1.05,380.3,24.0,0
46.0,4.84,7.15,0.57,1.43,481.6,20.0,0
45.53,4.6,7.15,1.08,1.27,462.9,22.2,0
38.37,5.05,7.02,3.0,1.64,353.5,16.1,0
46.12,3.98,7.74,0.5,1.56,439.7,14.5,0
47.55,5.0,6.76,1.7,1.62,399.3,17.7,0
48.4,5.22,7.96,1.27,1.31,408.8,22.1,0
43.81,4.5,7.12,0.45,1.54,462.8,19.8,0
48.4,4.08,7.21,4.17,1.27,464.7,20.6,0
43.18,3.89,7.52,2.18,1.93,468.3,19.4,0
39.28,5.59,8.49,32.55,0.35,404.7,19.2,1
44.16,4.9,7.1,1.8,1.63,503.6,27.9,0
44.95,4.01,7.52,0.55,1.8,513.2,16.5,0
47.12,4.64,7.18,0.52,2.04,438.4,13.3,0
37.43,4.98,7.66,15.62,0.31,430.6,14.9,1
42.16,3.86,6.77,0.86,0.96,446.2,17.1,0
36.64,4.12,7.22,1.18,1.03,410.1,21.5,0
39.97,3.5,5.4,20.56,0.2,517.5,23.0,1
42.51,3.99,6.75,0.33,1.92,521.1,23.0,0
42.13,4.0,6.64,3.87,1.83,388.0,23.2,0
9.55,2.77,7.16,1.54,1.28,380.6,18.9,1
40.51,5.05,6.81,2.31,1.3,476.6,11.7,0
42.5,4.4,6.66,22.09,0.19,400.8,20.9,1
47.69,4.7,7.1,3.22,1.09,471.1,21.9,0
54.36,4.6,6.79,0.85,1.28,451.4,28.7,0
45.02,4.54,6.83,0.93,1.93,406.8,10.7,0
43.05,4.12,6.7,0.77,1.29,434.5,15.7,0
46.26,4.97,7.22,0.99,1.71,449.8,17.4,0
44.17,4.84,7.47,1.0,1.36,475.7,14.9,0
52.32,4.27,7.29,0.27,1.56,470.7,21.7,0
6.1,7.91,6.98,2.31,1.76,530.8,17.6,1
52.26,3.99,7.39,1.9,1.75,429.2,18.1,0
50.72,4.62,6.81,1.83,1.46,345.5,15.4,0
44.87,4.45,7.23,1.31,1.89,447.2,16.4,0
47.3,5.25,7.06,1.66,1.76,452.3,18.8,0
37.69,4.87,7.74,1.8,1.58,443.3,26.6,0
43.64,3.8,7.23,2.93,1.31,373.6,16.6,0
51.26,4.2,7.38,0.1,1.87,463.1,18.7,0
41.08,4.3,7.07,0.65,1.23,424.5,17.2,0
43.24,3.72,6.95,6.9,1.5,436.1,16.9,0
46.75,4.35,7.18,0.62,0.96,551.7,18.3,0
37.75,4.54,7.51,7.2,1.75,444.0,17.6,0
48.16,4.73,7.09,1.09,1.43,363.5,15.8,0
35.36,4.52,7.17,0.43,1.48,505.8,19.2,0
40.9,3.51,6.88,0.19,1.02,396.6,15.0,0
44.63,4.01,6.9,0.88,1.24,478.3,13.2,0
40.52,4.33,7.21,1.05,1.97,458.1,17.7,0
44.63,4.63,6.87,1.25,1.2,413.3,9.7,0
46.42,4.78,6.79,0.55,1.48,479.2,15.7,0
39.35,5.12,7.03,2.13,2.02,493.3,17.9,0
40.15,3.86,7.49,0.1,1.82,404.7,22.8,0
53.08,3.65,7.75,2.42,1.53,409.3,20.6,0
45.72,4.28,7.52,0.18,1.67,503.1,16.8,0
6.24,8.33,7.39,4.94,1.72,463.3,15.5,1
15.72,2.54,7.77,0.5,1.48,406.5,9.5,1
43.27,3.68,7.18,0.34,1.3,430.6,13.6,0
36.3,5.6,7.56,1.25,1.78,513.7,18.8,0
38.26,4.1,7.42,1.75,1.06,486.7,21.9,0
47.83,4.07,7.44,3.43,1.5,510.4,23.5,0
50.35,4.42,7.28,6.06,1.39,471.3,17.7,0
45.55,4.29,6.94,0.99,1.88,494.7,14.5,0
55.8,4.73,7.37,3.51,2.07,408.2,18.6,0
54.57,4.9,7.51,6.63,1.61,483.8,12.3,0
35.57,4.42,7.0,0.36,1.2,409.2,16.9,0
49.19,4.61,7.37,0.26,1.7,458.1,19.6,0
48.27,4.95,7.04,0.12,1.53,481.5,24.5,0
45.94,4.49,7.01,0.92,0.81,432.1,17.2,0
41.75,3.45,7.66,1.48,1.73,548.3,22.1,0
46.46,4.68,7.22,0.32,1.65,425.5,17.4,0
41.45,4.65,6.73,0.5,1.45,411.3,16.4,0
42.79,4.44,6.94,0.55,1.29,434.9,20.4,0
48.19,4.72,6.75,0.35,1.07,459.0,23.8,0
49.79,4.16,8.07,0.78,1.98,425.2,18.0,0
46.83,5.18,7.07,0.15,1.62,489.4,12.7,0
39.8,3.64,7.38,2.37,1.28,400.2,16.4,0
48.36,4.04,7.45,0.51,1.56,463.6,10.9,0
42.3,3.67,5.6,14.66,0.18,394.3,12.6,1
45.19,3.88,7.55,2.03,1.04,449.5,20.4,0
11.03,1.3,7.21,1.55,1.44,469.6,19.4,1
45.27,4.68,7.28,0.82,1.9,430.5,17.7,0
48.86,4.47,6.76,4.67,1.81,426.2,20.5,0
55.06,5.53,6.66,0.69,1.25,405.6,19.7,0
43.2,4.75,7.26,2.01,2.02,440.2,13.5,0
45.93,10.45,7.79,1.66,0.97,479.7,19.2,1
44.42,4.97,7.16,0.69,1.09,430.7,22.6,0
40.12,4.81,7.3,0.12,1.31,501.6,21.4,0
45.39,5.55,7.41,3.39,1.47,446.6,13.7,0
52.0,3.94,7.18,0.12,1.66,452.4,19.1,0
34.93,4.67,7.36,0.1,1.43,453.5,17.7,0
42.24,5.57,7.66,1.12,1.6,408.6,14.2,0
41.71,5.51,6.81,0.63,1.44,311.5,18.4,0
43.4,4.62,6.81,0.87,1.32,427.0,11.7,0
33.31,5.12,6.87,0.43,1.88,434.5,17.3,0
50.09,4.72,7.02,1.79,1.52,349.1,16.9,0
49.81,4.53,6.84,0.87,1.24,514.8,19.3,0
44.28,4.38,7.47,0.31,1.88,503.9,12.7,0
44.0,5.13,7.04,4.21,2.01,446.0,23.1,0
38.66,4.57,7.34,0.39,1.64,436.2,23.4,0
43.56,4.49,7.26,0.1,1.25,543.9,24.8,0
45.18,4.91,7.26,0.27,1.39,449.9,13.3,0
6.33,6.62,7.08,1.29,1.18,412.9,19.0,1
55.54,10.56,7.17,3.31,2.11,450.6,18.6,1
45.11,4.41,7.21,6.34,1.78,410.7,22.9,0
44.96,3.91,8.16,1.92,1.73,484.1,13.8,0
50.8,5.23,7.31,1.47,1.39,384.6,21.7,0
45.43,5.16,6.75,0.34,1.13,465.6,16.4,0
44.12,4.93,7.5,3.32,1.37,407.7,21.5,0
46.22,4.0,7.0,3.97,1.9,463.5,16.3,0
43.04,4.14,7.07,1.29,1.63,407.9,23.3,0
38.53,4.14,7.39,0.35,1.26,447.2,20.4,0
15.93,2.32,6.98,0.85,1.21,476.4,21.1,1
50.04,9.92,7.29,0.81,1.46,350.5,17.9,1
47.49,4.12,7.39,0.14,1.74,411.5,22.5,0
47.73,5.01,7.41,2.0,1.35,443.6,18.2,0
42.01,3.79,6.97,0.21,1.27,461.9,12.6,0
45.15,4.62,7.22,3.15,1.75,408.4,13.9,0
40.61,8.53,7.29,0.8,1.94,545.2,20.0,1
42.61,4.98,7.31,0.39,1.47,412.7,14.5,0
46.9,4.61,7.4,0.1,1.64,471.6,21.0,0
44.67,4.8,7.14,0.4,1.79,484.7,22.1,0
47.46,4.17,7.5,0.72,1.88,403.2,16.4,0
41.51,3.91,6.88,1.11,1.83,442.7,21.5,0
43.82,4.56,7.56,0.55,1.55,466.5,15.8,0
40.82,4.96,7.26,0.46,1.58,475.6,14.0,0
45.56,4.07,6.34,0.8,1.11,476.4,20.3,0
54.53,4.04,6.93,2.02,1.42,342.9,13.6,0
46.11,4.79,7.5,0.48,1.66,463.6,19.4,0
40.93,4.91,6.73,5.51,1.67,441.3,14.4,0
51.46,5.05,7.38,4.16,1.49,432.2,15.1,0
41.44,4.41,6.5,1.25,1.51,478.1,20.6,0
46.4,4.11,7.14,0.1,1.49,432.0,17.3,0
36.07,4.87,7.17,0.54,0.85,475.1,21.4,0
38.05,10.16,7.71,0.51,1.89,496.5,23.9,1
39.11,4.85,7.01,0.43,1.19,513.1,15.9,0
39.28,4.57,7.14,1.6,1.28,467.1,9.1,0
49.69,4.37,7.21,0.7,1.7,527.9,16.0,0
43.68,4.74,7.19,3.22,1.64,488.9,20.4,0
40.72,4.31,6.86,2.75,1.51,463.6,25.2,0
40.95,3.75,6.91,0.5,2.12,427.8,21.0,0
43.5,4.46,6.75,2.4,1.59,479.5,15.2,0
44.18,4.73,7.36,2.54,1.92,425.4,19.2,0
16.95,2.03,6.84,0.59,1.33,500.5,15.3,1
47.17,4.33,7.36,0.1,1.65,463.7,20.7,0
46.98,4.07,7.29,1.61,1.22,546.2,19.1,0
42.82,4.15,7.25,1.58,1.91,382.3,12.8,0
35.43,5.15,7.32,1.19,1.68,386.9,18.7,0
53.39,3.97,7.16,0.48,1.35,417.2,15.3,0
53.94,4.64,7.29,4.51,1.1,425.2,13.1,0
52.38,4.9,7.46,6.74,1.2,491.4,19.6,0
49.71,4.59,7.1,0.34,1.85,403.5,19.3,0
44.85,4.27,7.33,4.19,1.61,352.6,10.6,0
39.2,3.26,7.07,0.26,0.83,452.6,29.6,0
52.37,4.67,6.62,0.65,1.64,560.4,15.5,0
46.04,5.52,7.28,0.54,1.93,426.7,15.7,0
46.5,3.91,6.99,0.7,1.22,359.4,18.2,0
39.72,4.94,6.98,0.33,1.54,452.4,14.4,0
37.35,4.49,7.33,0.1,1.19,491.1,16.2,0
46.35,4.3,7.25,0.1,1.47,506.7,16.4,0
45.02,3.8,8.08,0.7,1.7,466.3,14.6,0
9.43,2.21,7.49,3.34,1.4,471.9,11.8,1
48.34,4.69,6.72,0.7,1.39,491.0,21.4,0
42.05,3.84,7.43,0.12,1.72,475.5,16.7,0
43.75,4.4,7.11,0.41,1.55,446.1,12.6,0
38.92,4.34,6.86,0.46,1.53,450.4,15.9,0
45.19,3.59,7.08,0.52,1.14,606.1,13.4,0
20.14,2.33,6.77,0.55,1.59,437.8,18.6,1
43.23,4.27,6.94,1.69,1.14,463.4,17.3,0
44.89,4.34,7.45,2.6,1.0,357.3,16.3,0
45.65,4.53,7.21,2.91,1.3,427.4,22.7,0
49.53,4.56,7.02,1.09,1.6,395.3,11.2,0
55.3,4.54,6.96,0.1,1.88,459.8,14.6,0
39.51,4.92,7.18,0.85,1.17,396.2,28.9,0
48.58,4.55,7.25,0.6,1.71,402.4,21.0,0
40.21,5.14,7.75,0.83,1.39,436.2,20.4,0
38.64,4.6,6.89,3.07,1.77,433.4,22.1,0
50.38,4.1,7.78,0.23,1.68,517.2,20.6,0
47.61,4.13,7.36,4.24,1.86,331.1,19.9,0
43.26,4.68,7.24,0.71,0.96,577.5,16.9,0
44.5,4.97,7.44,3.22,1.58,489.8,12.0,0
39.88,4.98,7.13,0.1,1.3,413.8,16.8,0
43.93,5.38,7.46,0.17,1.36,416.7,28.5,0
14.14,2.14,7.4,0.22,1.68,419.1,17.5,1
46.72,4.28,6.81,6.55,1.5,467.3,15.6,0
49.73,4.19,7.12,1.8,1.55,518.5,7.6,0
52.38,4.05,7.11,0.46,1.89,457.8,17.3,0
49.45,4.76,7.42,3.38,1.48,427.8,18.6,0
48.98,5.3,7.37,0.44,1.14,468.1,10.5,0
46.45,3.93,6.92,1.23,1.5,439.4,15.1,0
51.33,4.61,7.32,0.23,1.4,530.9,26.5,0
41.77,4.88,7.3,1.36,1.66,360.1,13.0,0
41.47,4.44,7.11,0.89,1.03,522.0,22.2,0
47.34,3.67,6.47,2.11,1.74,452.8,19.6,0
46.83,3.94,7.39,0.19,1.03,491.9,22.6,0
42.12,5.51,7.15,1.15,1.37,367.0,15.9,0
37.0,4.09,7.16,0.73,1.36,475.6,12.1,0
44.65,3.62,7.87,0.68,1.56,451.7,18.6,0
45.55,7.87,7.26,0.64,1.56,440.5,13.2,1
50.75,5.49,7.29,1.18,1.54,398.9,18.2,0
44.68,3.84,7.38,0.28,1.25,533.6,19.9,0
49.13,4.1,7.43,2.18,1.53,462.9,15.4,0
50.73,5.15,7.52,2.74,1.45,449.0,15.9,0
18.86,2.41,6.73,0.63,1.42,396.9,18.2,1
19.23,1.5,7.31,5.54,1.11,553.0,19.5,1
48.67,4.66,6.78,30.37,0.42,409.1,13.2,1
39.83,3.94,6.7,1.81,1.2,450.4,13.2,0
39.83,4.76,7.19,1.09,1.52,446.6,22.0,0
51.25,5.27,7.19,1.49,1.9,420.0,21.1,0
49.1,4.84,7.32,2.41,1.7,378.8,16.3,0
6.8,8.37,7.18,0.35,1.41,479.2,14.8,1
47.29,5.12,7.76,0.72,1.84,356.8,22.2,0
48.01,5.37,7.32,1.57,1.04,366.1,10.8,0
44.16,3.94,6.9,0.1,1.48,408.8,21.6,0
49.31,4.21,7.01,0.9,1.41,474.6,17.6,0
41.74,5.0,7.53,0.63,1.56,537.9,12.5,0
46.62,4.98,6.29,6.77,1.69,598.9,18.3,0
45.82,4.09,6.88,0.35,1.64,424.6,21.5,0
46.27,4.29,6.81,2.38,1.29,447.2,20.9,0
48.91,5.39,7.08,0.77,0.82,453.0,21.1,0
44.59,4.53,6.89,1.41,1.34,423.0,17.1,0
8.04,2.88,7.3,4.75,1.25,396.5,22.6,1
48.86,4.34,6.81,2.04,1.41,533.7,18.9,0
31.25,4.56,7.35,1.15,1.91,451.5,20.6,0
41.33,4.31,7.25,1.36,1.7,539.3,20.0,0
51.63,4.42,6.92,0.93,1.65,433.9,23.7,0
46.67,4.75,7.06,0.1,1.46,427.8,21.2,0
42.75,4.69,7.85,0.28,1.61,485.7,18.4,0
36.79,5.34,7.46,2.71,2.03,527.9,17.9,0
38.0,4.65,6.93,1.48,1.41,450.8,21.3,0
48.92,5.25,7.73,0.43,2.0,479.6,19.3,0
44.92,4.21,6.85,0.1,1.76,412.0,17.7,0
45.43,5.38,6.87,0.2,1.41,444.8,19.6,0
38.05,4.94,6.94,2.95,1.85,474.6,16.8,0
40.0,4.1,7.26,0.56,1.5,468.4,19.0,0
49.26,3.81,6.71,1.72,1.55,361.8,19.9,0
45.99,4.21,7.41,0.1,1.61,441.4,21.6,0
47.13,4.8,7.25,2.24,1.68,484.9,18.5,0
42.7,4.28,6.85,1.01,1.18,399.8,3.6,0
39.07,4.53,7.53,0.1,1.71,478.3,22.2,0
44.67,3.92,7.19,1.07,1.85,515.1,16.4,0
52.54,5.42,6.98,1.71,1.73,499.4,18.6,0
