UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1586,M1586,M,301.9,312.3,1393,42.1,71,0,0,0,0,0,0
1587,L1587,L,297.1,308.6,1612,35.8,213,1,1,0,0,0,0
1588,L1588,L,300.4,310.3,1469,42.8,210,0,0,0,0,0,0
1589,H1589,H,299.5,308.1,1723,82.0,129,1,0,0,1,0,0
1590,L1590,L,302.3,311.4,1393,42.9,82,0,0,0,0,0,0
1591,M1591,M,301.7,312.3,1274,38.4,221,0,0,0,0,0,0
1592,L1592,L,299.6,307.2,1635,47.0,20,0,0,0,0,0,0
1593,L1593,L,299.7,310.0,1199,39.3,166,0,0,0,0,0,0
1594,L1594,L,299.5,310.0,1682,49.2,91,0,0,0,0,0,0
1595,H1595,H,296.7,306.3,1674,37.2,222,0,0,0,0,0,0
1596,M1596,M,297.7,307.3,1817,46.1,15,0,0,0,0,0,0
1597,M1597,M,300.0,311.7,1487,43.4,216,1,1,0,0,0,0
1598,L1598,L,304.2,317.1,1496,30.9,172,0,0,0,0,0,0
1599,M1599,M,300.2,310.9,1308,50.1,200,1,1,0,0,0,0
1600,M1600,M,302.2,311.0,1618,34.0,208,0,0,0,0,0,0
1601,L1601,L,302.7,311.5,1622,56.6,162,1,0,0,1,0,0
1602,L1602,L,301.2,310.1,1500,17.4,117,1,0,0,1,0,0
1603,L1603,L,301.6,311.8,1467,32.9,173,0,0,0,0,0,0
1604,L1604,L,300.2,309.8,1755,57.6,64,1,0,0,1,0,0
1605,L1605,L,298.8,310.8,1828,21.9,73,0,0,0,0,0,0
1606,M1606,M,300.3,308.9,1620,49.9,203,0,0,0,0,0,0
1607,M1607,M,299.2,308.6,1532,47.3,48,0,0,0,0,0,0
1608,L1608,L,299.2,308.7,1362,37.3,37,0,0,0,0,0,0
1609,L1609,L,301.8,311.7,1753,42.1,111,0,0,0,0,0,0
1610,L1610,L,297.2,305.9,1642,42.1,223,1,1,0,0,0,0
1611,H1611,H,302.3,310.9,1710,36.3,95,0,0,0,0,0,0
1612,L1612,L,301.7,311.4,1668,28.9,217,0,0,0,0,0,0
1613,L1613,L,305.2,316.5,1521,26.3,11,0,0,0,0,0,0
1614,L1614,L,301.2,310.8,1699,32.9,82,0,0,0,0,0,0
1615,M1615,M,298.5,308.1,1391,41.4,89,0,0,0,0,0,0
1616,M1616,M,299.0,308.0,1552,44.5,121,0,0,0,0,0,0
1617,M1617,M,299.3,309.1,1570,37.1,55,0,0,0,0,0,0
1618,L1618,L,301.1,310.7,1763,59.0,219,1,1,0,1,1,0
1619,H1619,H,297.7,304.7,1564,65.3,238,1,0,0,1,1,0
1620,M1620,M,303.4,313.3,1473,31.0,169,0,0,0,0,0,0
1621,M1621,M,301.3,311.7,1484,30.0,107,0,0,0,0,0,0
1622,M1622,M,299.7,309.1,1774,50.9,15,1,0,0,1,0,0
1623,L1623,L,300.5,312.0,1477,54.6,33,0,0,0,0,0,0
1624,M1624,M,300.8,308.1,1520,41.8,158,0,0,0,0,0,0
1625,M1625,M,300.1,310.0,1386,42.8,100,0,0,0,0,0,0
1626,L1626,L,300.4,310.4,1573,38.7,185,0,0,0,0,0,0
1627,L1627,L,301.9,310.9,1458,50.1,52,0,0,0,0,0,0
1628,L1628,L,303.2,313.2,1478,38.3,14,0,0,0,0,0,0
1629,L1629,L,300.6,309.4,1501,32.4,1,0,0,0,0,0,0
1630,L1630,L,304.2,313.8,1556,35.8,224,1,1,0,0,0,0
1631,M1631,M,300.7,310.7,1364,49.4,160,0,0,0,0,0,0
1632,L1632,L,303.2,313.2,1552,43.5,180,0,0,0,0,0,0
1633,H1633,H,294.7,304.4,1669,38.4,103,0,0,0,0,0,0
1634,L1634,L,299.8,308.9,1723,38.1,57,0,0,0,0,0,0
1635,H1635,H,295.8,304.7,1465,37.3,33,0,0,0,0,0,0
1636,L1636,L,302.9,313.2,1759,44.7,174,0,0,0,0,0,0
1637,L1637,L,299.4,308.9,1564,42.5,222,1,1,0,0,0,0
1638,L1638,L,301.6,312.8,1569,43.7,40,0,0,0,0,0,0
1639,M1639,M,303.3,312.0,1884,36.6,105,0,0,0,0,0,0
1640,L1640,L,300.9,311.3,1799,23.8,86,0,0,0,0,0,0
1641,L1641,L,300.6,312.3,1610,43.6,104,0,0,0,0,0,0
1642,M1642,M,299.4,309.2,1488,15.4,4,1,0,0,1,0,0
1643,L1643,L,300.4,310.3,1414,58.6,32,0,0,0,0,0,0
1644,M1644,M,301.2,311.3,1807,37.8,102,0,0,0,0,0,0
1645,M1645,M,302.4,314.4,1611,56.5,8,1,0,0,1,0,0
1646,H1646,H,298.6,308.8,1392,37.2,205,0,0,0,0,0,0
1647,H1647,H,302.1,312.9,1528,24.7,4,0,0,0,0,0,0
1648,H1648,H,298.2,306.5,1726,28.0,159,0,0,0,0,0,0
1649,L1649,L,298.1,307.5,1514,33.5,32,0,0,0,0,0,0
1650,L1650,L,301.4,311.8,1529,33.5,191,0,0,0,0,0,0
1651,M1651,M,297.0,309.0,1431,43.8,196,0,0,0,0,0,0
1652,M1652,M,298.8,307.5,1705,55.2,126,1,0,0,1,0,0
1653,M1653,M,298.3,307.3,1500,49.2,88,0,0,0,0,0,0
1654,L1654,L,299.7,308.5,1306,21.3,104,1,0,0,1,0,0
1655,M1655,M,300.4,310.0,1521,52.6,78,0,0,0,0,0,0
1656,H1656,H,297.2,307.6,1630,52.6,81,0,0,0,0,0,0
1657,L1657,L,303.5,313.8,1724,29.1,128,0,0,0,0,0,0
1658,L1658,L,302.1,311.5,1585,30.7,69,0,0,0,0,0,0
1659,L1659,L,298.4,308.4,1608,39.8,60,0,0,0,0,0,0
1660,L1660,L,298.6,308.0,1414,40.4,148,0,0,0,0,0,0
1661,M1661,M,302.3,314.0,1477,55.1,11,0,0,0,0,0,0
1662,L1662,L,303.2,313.4,1501,41.6,153,0,0,0,0,0,0
1663,H1663,H,299.0,308.6,1478,36.9,160,0,0,0,0,0,0
1664,H1664,H,300.5,309.7,1494,56.8,177,0,0,0,0,0,0
1665,H1665,H,301.4,311.6,1237,42.3,82,0,0,0,0,0,0
1666,M1666,M,303.6,313.9,1519,35.4,98,0,0,0,0,0,0
1667,M1667,M,302.5,312.5,1427,26.4,202,1,1,0,0,0,0
1668,L1668,L,301.9,312.4,1563,29.6,161,0,0,0,0,0,0
1669,M1669,M,300.2,309.3,1275,42.3,36,0,0,0,0,0,0
1670,M1670,M,299.6,309.6,1715,49.5,42,0,0,0,0,0,0
1671,M1671,M,301.9,310.6,1294,40.8,55,0,0,0,0,0,0
1672,M1672,M,298.4,307.7,1683,46.2,3,0,0,0,0,0,0
1673,M1673,M,300.7,310.7,1181,28.0,11,1,0,0,1,0,0
1674,L1674,L,301.4,309.4,1641,36.1,82,0,0,0,0,0,0
1675,H1675,H,297.8,310.0,1468,54.2,160,0,0,0,0,0,0
1676,L1676,L,294.9,305.6,1560,24.8,195,0,0,0,0,0,0
1677,M1677,M,297.9,308.1,1238,37.3,231,1,1,0,0,0,0
1678,M1678,M,304.1,314.1,1786,34.3,138,0,0,0,0,0,0
1679,M1679,M,299.2,310.2,1677,40.2,235,1,1,0,0,0,0
1680,L1680,L,299.8,310.5,1511,49.9,25,0,0,0,0,0,0
1681,M1681,M,297.9,308.0,1882,39.5,204,1,1,0,0,0,0
1682,L1682,L,301.9,313.1,1587,51.5,55,0,0,0,0,0,0
1683,L1683,L,300.9,310.3,1605,65.7,205,1,1,0,1,1,0
1684,L1684,L,301.3,312.9,1805,35.4,197,0,0,0,0,0,0
1685,M1685,M,299.3,309.6,1744,39.9,18,0,0,0,0,0,0
1686,L1686,L,301.5,311.5,1380,58.6,168,0,0,0,0,0,0
1687,L1687,L,296.6,305.8,1312,35.2,118,0,0,0,0,0,0
1688,L1688,L,298.7,310.5,1739,51.1,14,1,0,0,1,0,0
1689,L1689,L,299.4,309.1,1309,46.3,150,0,0,0,0,0,0
1690,M1690,M,299.7,311.0,1930,37.4,150,0,0,0,0,0,0
1691,L1691,L,299.6,311.1,1274,30.6,139,0,0,0,0,0,0
1692,L1692,L,301.8,311.9,1629,31.1,192,0,0,0,0,0,0
1693,L1693,L,299.4,309.5,1414,40.7,45,0,0,0,0,0,0
1694,L1694,L,295.5,306.5,1354,51.8,104,0,0,0,0,0,0
1695,M1695,M,301.2,310.5,1390,26.7,238,0,0,0,0,0,0
1696,L1696,L,298.2,306.2,1407,42.9,106,0,0,0,0,0,0
1697,L1697,L,301.4,312.0,1417,45.8,149,0,0,0,0,0,0
1698,L1698,L,301.2,312.4,1411,29.5,237,1,1,0,0,0,0
1699,H1699,H,301.1,310.9,1689,37.5,26,0,0,0,0,0,0
1700,L1700,L,299.6,308.0,1647,38.3,191,0,0,0,0,0,0
1701,L1701,L,297.8,309.7,1386,29.2,213,1,1,0,0,0,0
1702,M1702,M,297.3,306.6,1562,33.9,158,0,0,0,0,0,0
1703,M1703,M,295.5,304.9,1738,37.7,125,0,0,0,0,0,0
1704,L1704,L,301.2,311.0,1476,47.8,2,0,0,0,0,0,0
1705,L1705,L,301.3,311.1,1189,33.0,205,0,0,0,0,0,0
1706,M1706,M,301.9,311.6,1402,35.3,17,0,0,0,0,0,0
1707,M1707,M,297.8,307.3,1499,44.3,57,0,0,0,0,0,0
1708,H1708,H,300.6,310.8,1434,28.3,127,0,0,0,0,0,0
1709,H1709,H,304.8,316.3,1612,49.3,235,0,0,0,0,0,0
1710,L1710,L,299.2,308.6,1525,49.4,215,0,0,0,0,0,0
1711,L1711,L,300.0,310.0,1476,43.6,43,0,0,0,0,0,0
1712,M1712,M,298.0,308.5,1399,41.0,46,0,0,0,0,0,0
1713,L1713,L,299.3,309.4,1263,28.4,91,0,0,0,0,0,0
1714,M1714,M,303.6,311.7,1864,29.8,106,0,0,0,0,0,0
1715,H1715,H,300.3,311.7,1590,39.7,162,0,0,0,0,0,0
1716,H1716,H,299.6,308.5,1714,42.5,58,0,0,0,0,0,0
1717,M1717,M,302.4,311.2,1828,52.2,5,1,0,0,1,0,0
1718,L1718,L,297.8,308.5,1603,44.6,55,0,0,0,0,0,0
1719,M1719,M,299.1,308.9,1427,36.0,75,0,0,0,0,0,0
1720,L1720,L,302.0,314.1,1626,57.9,110,1,0,0,1,0,0
1721,M1721,M,300.2,310.0,1523,44.3,92,0,0,0,0,0,0
1722,L1722,L,298.4,309.1,1443,54.7,107,0,0,0,0,0,0
1723,M1723,M,301.7,312.7,1562,38.2,223,0,0,0,0,0,0
1724,L1724,L,300.6,312.2,1381,42.5,226,1,1,0,0,0,0
1725,M1725,M,302.2,310.9,1778,66.1,17,1,0,0,1,0,0
1726,L1726,L,303.0,311.7,1565,34.0,165,0,0,0,0,0,0
1727,L1727,L,299.3,309.3,1341,55.8,79,0,0,0,0,0,0
1728,H1728,H,302.2,312.1,1709,23.4,127,0,0,0,0,0,0
1729,H1729,H,299.2,310.1,1220,48.5,77,0,0,0,0,0,0
1730,M1730,M,299.6,309.6,1596,22.5,18,0,0,0,0,0,0
1731,L1731,L,301.3,312.4,1790,34.7,178,0,0,0,0,0,0
1732,M1732,M,299.6,310.0,1204,31.7,6,0,0,0,0,0,0
1733,L1733,L,298.7,309.2,1540,43.7,74,0,0,0,0,0,0
1734,L1734,L,299.1,308.7,1505,35.0,144,0,0,0,0,0,0
1735,M1735,M,301.4,311.6,1838,39.9,95,0,0,0,0,0,0
1736,M1736,M,299.6,309.0,1518,53.2,144,0,0,0,0,0,0
1737,L1737,L,301.4,311.1,1685,37.1,173,0,0,0,0,0,0
1738,L1738,L,297.0,307.8,1763,45.1,21,0,0,0,0,0,0
1739,M1739,M,301.7,311.7,1990,54.9,34,1,0,0,1,0,0
1740,L1740,L,301.4,311.8,1526,31.2,216,0,0,0,0,0,0
1741,L1741,L,302.0,312.6,1641,42.4,223,1,1,0,0,0,0
1742,H1742,H,301.1,310.4,1674,31.7,164,0,0,0,0,0,0
1743,M1743,M,296.8,306.7,1610,27.7,48,0,0,0,0,0,0
1744,M1744,M,300.6,309.6,1631,52.9,239,1,0,0,1,1,0
1745,L1745,L,301.4,311.3,1752,40.7,225,1,1,0,0,0,0
1746,L1746,L,298.3,308.5,1413,45.9,53,0,0,0,0,0,0
1747,L1747,L,301.2,312.8,1463,56.9,109,0,0,0,0,0,0
1748,L1748,L,299.4,310.6,1790,40.7,26,0,0,0,0,0,0
1749,L1749,L,301.6,312.0,1423,50.8,195,0,0,0,0,0,0
1750,L1750,L,299.3,306.6,1485,21.3,95,1,0,0,1,0,0
1751,M1751,M,298.2,307.9,1621,49.5,219,1,1,0,0,0,0
1752,M1752,M,302.8,313.5,1655,49.5,2,0,0,0,0,0,0
1753,L1753,L,297.2,303.8,1219,39.4,77,1,0,1,0,0,0
1754,L1754,L,304.0,313.5,1310,53.4,145,0,0,0,0,0,0
1755,L1755,L,304.8,313.5,1398,49.6,112,0,0,0,0,0,0
1756,L1756,L,301.0,311.1,1356,25.3,40,0,0,0,0,0,0
1757,M1757,M,299.3,308.7,1530,51.0,188,0,0,0,0,0,0
1758,L1758,L,299.2,309.7,1555,39.6,164,0,0,0,0,0,0
1759,L1759,L,303.9,313.0,1658,25.3,194,0,0,0,0,0,0
1760,M1760,M,300.8,311.8,1542,33.9,59,0,0,0,0,0,0
1761,L1761,L,298.3,310.2,1550,44.7,41,0,0,0,0,0,0
1762,L1762,L,297.6,307.9,1478,33.2,184,0,0,0,0,0,0
1763,M1763,M,302.2,313.7,1300,28.8,224,0,0,0,0,0,0
1764,L1764,L,302.4,313.5,1594,50.4,113,0,0,0,0,0,0
1765,L1765,L,297.8,306.1,1321,39.3,6,1,0,1,0,0,0
1766,M1766,M,298.3,308.7,1564,34.9,18,0,0,0,0,0,0
1767,L1767,L,301.0,311.5,1592,32.9,5,0,0,0,0,0,0
1768,M1768,M,301.6,310.6,1412,39.1,160,0,0,0,0,0,0
1769,H1769,H,302.2,313.1,1586,50.5,28,0,0,0,0,0,0
1770,M1770,M,300.0,309.9,1156,50.6,123,0,0,0,0,0,0
1771,M1771,M,301.7,312.0,1435,38.8,126,0,0,0,0,0,0
1772,M1772,M,300.9,310.6,1476,44.4,239,0,0,0,0,0,0
1773,H1773,H,298.7,308.8,1669,44.5,7,0,0,0,0,0,0
1774,L1774,L,299.7,309.8,1367,39.0,53,0,0,0,0,0,0
1775,L1775,L,300.5,310.1,1882,47.5,236,1,0,0,1,1,0
1776,L1776,L,304.3,314.1,1363,45.3,6,0,0,0,0,0,0
1777,L1777,L,301.3,312.5,1564,34.7,18,0,0,0,0,0,0
1778,L1778,L,303.2,312.7,1641,32.1,50,0,0,0,0,0,0
1779,L1779,L,300.1,310.3,1317,38.6,2,0,0,0,0,0,0
1780,L1780,L,299.5,310.6,1787,61.8,173,1,0,0,1,0,0
1781,L1781,L,303.0,313.5,1550,38.8,61,0,0,0,0,0,0
1782,L1782,L,298.5,307.0,1664,42.2,57,0,0,0,0,0,0
1783,L1783,L,300.0,310.7,1541,42.6,27,0,0,0,0,0,0
1784,M1784,M,303.7,314.3,1321,52.5,49,0,0,0,0,0,0
1785,L1785,L,301.6,311.5,1450,30.7,91,0,0,0,0,0,0
1786,M1786,M,300.5,308.5,1192,29.5,91,1,0,1,0,0,0
1787,L1787,L,298.6,309.4,1645,42.7,73,0,0,0,0,0,0
1788,L1788,L,299.0,308.1,1311,29.1,36,0,0,0,0,0,0
1789,L1789,L,302.5,311.7,1658,33.9,74,0,0,0,0,0,0
1790,L1790,L,300.7,311.5,1253,23.9,127,1,0,0,1,0,0
1791,L1791,L,303.0,314.8,1521,29.2,4,0,0,0,0,0,0
1792,L1792,L,301.8,311.7,1596,29.5,139,0,0,0,0,0,0
1793,L1793,L,300.9,309.3,1373,50.8,26,1,0,1,0,0,0
1794,H1794,H,300.4,310.0,1250,48.5,2,0,0,0,0,0,0
1795,L1795,L,301.5,312.4,1383,32.7,25,0,0,0,0,0,0
1796,M1796,M,301.6,312.6,1137,47.8,60,0,0,0,0,0,0
1797,L1797,L,299.6,309.1,1487,53.1,139,0,0,0,0,0,0
1798,L1798,L,296.0,306.5,1482,45.7,65,0,0,0,0,0,0
1799,H1799,H,303.7,313.5,1214,46.8,230,0,0,0,0,0,0
1800,L1800,L,299.7,310.3,1384,50.5,120,0,0,0,0,0,0
1801,H1801,H,301.8,311.6,1995,35.1,102,0,0,0,0,0,0
1802,L1802,L,307.5,316.4,1443,36.0,35,0,0,0,0,0,0
1803,M1803,M,297.1,307.7,1631,57.2,104,1,0,0,1,0,0
1804,L1804,L,301.4,311.8,1799,40.8,151,0,0,0,0,0,0
1805,L1805,L,300.0,310.3,1522,40.0,187,0,0,0,0,0,0
1806,L1806,L,298.3,307.8,1300,46.4,132,0,0,0,0,0,0
1807,M1807,M,298.9,307.8,1475,46.9,234,0,0,0,0,0,0
1808,L1808,L,303.0,314.0,1505,25.9,194,0,0,0,0,0,0
1809,L1809,L,301.0,310.0,1402,45.5,211,0,0,0,0,0,0
1810,M1810,M,298.1,308.7,1329,36.3,153,0,0,0,0,0,0
1811,H1811,H,300.7,310.6,1507,20.9,32,1,0,0,1,0,0
1812,M1812,M,296.8,308.0,1607,47.9,52,0,0,0,0,0,0
1813,M1813,M,297.9,307.5,1545,30.0,206,0,0,0,0,0,0
1814,L1814,L,304.0,313.7,1460,35.7,175,0,0,0,0,0,0
1815,M1815,M,301.1,313.1,1500,39.7,237,1,1,0,0,0,0
1816,L1816,L,299.2,308.8,1546,52.6,30,0,0,0,0,0,0
1817,L1817,L,303.4,313.3,1480,49.3,10,0,0,0,0,0,0
1818,L1818,L,302.9,314.3,1468,38.6,97,0,0,0,0,0,0
1819,L1819,L,297.7,308.7,1776,42.4,23,0,0,0,0,0,0
1820,L1820,L,297.4,307.8,1582,52.3,8,0,0,0,0,0,0
1821,H1821,H,302.6,311.0,1569,24.9,66,0,0,0,0,0,0
1822,H1822,H,300.2,310.5,1531,35.7,82,0,0,0,0,0,0
1823,M1823,M,300.1,309.2,1545,60.7,33,1,0,0,1,0,0
1824,M1824,M,299.1,309.0,1585,50.1,114,0,0,0,0,0,0
1825,M1825,M,299.8,310.1,1553,29.8,9,0,0,0,0,0,0
1826,L1826,L,301.3,311.5,1681,43.2,13,0,0,0,0,0,0
1827,M1827,M,300.1,309.6,1177,46.6,16,0,0,0,0,0,0
1828,H1828,H,295.8,305.6,1766,45.7,150,0,0,0,0,0,0
1829,L1829,L,300.6,312.0,1486,22.3,55,1,0,0,1,0,0
1830,L1830,L,300.3,308.7,1623,45.1,192,0,0,0,0,0,0
1831,L1831,L,299.1,308.3,1629,38.1,88,0,0,0,0,0,0
1832,L1832,L,299.5,308.4,1417,24.8,129,0,0,0,0,0,0
1833,L1833,L,301.7,313.0,1782,41.5,158,0,0,0,0,0,0
1834,M1834,M,302.9,312.7,1502,56.7,38,0,0,0,0,0,0
1835,L1835,L,302.1,312.2,1206,32.3,111,0,0,0,0,0,0
1836,H1836,H,300.3,310.8,1482,25.6,208,0,0,0,0,0,0
1837,L1837,L,301.0,311.3,1336,3.4,153,1,0,0,1,0,0
1838,L1838,L,300.5,311.6,1577,36.5,9,0,0,0,0,0,0
1839,L1839,L,301.2,309.7,1721,30.9,87,0,0,0,0,0,0
1840,L1840,L,301.5,312.0,1635,36.6,118,0,0,0,0,0,0
1841,L1841,L,297.1,307.4,1509,50.8,14,0,0,0,0,0,0
1842,L1842,L,299.8,309.6,1637,32.5,134,0,0,0,0,0,0
1843,L1843,L,301.9,312.7,1477,45.9,223,0,0,0,0,0,0
1844,L1844,L,300.3,310.4,1565,43.5,150,0,0,0,0,0,0
1845,L1845,L,295.8,304.5,1583,43.1,171,0,0,0,0,0,0
1846,L1846,L,298.4,309.2,1647,45.3,151,0,0,0,0,0,0
1847,M1847,M,302.1,312.7,1552,49.8,28,0,0,0,0,0,0
1848,M1848,M,302.1,313.8,1553,26.2,93,0,0,0,0,0,0
1849,L1849,L,299.4,307.6,1650,28.4,7,0,0,0,0,0,0
1850,M1850,M,299.4,308.7,1534,53.1,212,1,1,0,0,0,0
1851,M1851,M,301.5,310.3,1620,37.0,159,0,0,0,0,0,0
1852,L1852,L,302.7,312.8,1533,46.6,64,0,0,0,0,0,0
1853,L1853,L,300.4,309.0,1576,39.6,28,0,0,0,0,0,0
1854,M1854,M,301.0,310.6,1069,60.4,212,1,1,0,0,1,0
1855,L1855,L,296.6,305.5,1559,26.0,187,0,0,0,0,0,0
1856,H1856,H,302.7,313.8,1664,43.7,62,0,0,0,0,0,0
1857,M1857,M,297.4,307.8,1678,45.6,49,0,0,0,0,0,0
1858,H1858,H,298.9,306.5,1710,40.7,221,0,0,0,0,0,0
1859,L1859,L,298.4,307.2,1763,44.6,213,0,0,0,0,0,0
1860,H1860,H,297.2,306.9,1446,28.8,229,1,1,0,0,0,0
1861,L1861,L,301.3,311.4,1584,31.7,42,0,0,0,0,0,0
1862,L1862,L,300.7,310.7,1552,44.9,122,0,0,0,0,0,0
1863,L1863,L,299.9,309.6,1592,31.0,147,0,0,0,0,0,0
1864,L1864,L,299.6,310.0,1692,38.5,116,0,0,0,0,0,0
1865,L1865,L,299.7,309.9,1369,36.9,198,0,0,0,0,0,0
1866,L1866,L,300.3,308.7,1225,36.3,176,1,0,1,0,0,0
1867,L1867,L,301.9,310.4,1675,36.4,28,0,0,0,0,0,0
1868,M1868,M,298.5,307.8,1539,51.2,123,0,0,0,0,0,0
1869,M1869,M,302.3,312.7,1330,44.2,26,0,0,0,0,0,0
1870,H1870,H,296.0,307.0,1302,61.4,27,0,0,0,0,0,0
1871,L1871,L,298.1,309.9,1497,30.8,50,0,0,0,0,0,0
1872,L1872,L,298.0,308.2,1396,47.0,59,0,0,0,0,0,0
1873,M1873,M,301.3,311.6,1546,19.6,49,1,0,0,1,0,0
1874,M1874,M,297.5,308.2,1443,38.0,24,0,0,0,0,0,0
1875,M1875,M,300.7,311.2,1943,53.9,189,1,0,0,1,0,0
1876,M1876,M,301.3,309.9,1382,44.9,0,0,0,0,0,0,0
1877,M1877,M,299.1,309.7,1611,32.1,77,0,0,0,0,0,0
1878,L1878,L,297.9,309.1,1586,44.2,147,0,0,0,0,0,0
1879,L1879,L,301.8,311.5,1555,24.0,87,0,0,0,0,0,0
1880,H1880,H,298.9,309.5,1736,25.1,177,0,0,0,0,0,0
1881,M1881,M,299.4,310.2,1581,30.7,224,1,1,0,0,0,0
1882,H1882,H,297.6,306.9,1494,16.4,143,1,0,0,1,0,0
1883,H1883,H,299.0,308.9,1366,33.3,29,0,0,0,0,0,0
1884,M1884,M,299.7,309.8,1485,45.6,104,0,0,0,0,0,0
1885,M1885,M,299.2,309.4,1862,33.4,5,0,0,0,0,0,0
1886,L1886,L,299.8,309.6,1933,34.2,170,0,0,0,0,0,0
1887,L1887,L,302.9,314.2,1538,23.3,134,0,0,0,0,0,0
1888,M1888,M,300.6,312.9,1664,41.2,102,0,0,0,0,0,0
1889,L1889,L,299.4,307.8,1454,38.0,109,0,0,0,0,0,0
1890,L1890,L,296.6,306.4,1423,26.1,194,0,0,0,0,0,0
1891,L1891,L,301.2,312.5,1469,40.4,186,0,0,0,0,0,0
1892,H1892,H,299.4,308.1,1394,44.7,184,0,0,0,0,0,0
1893,L1893,L,300.0,309.9,1283,62.6,171,0,0,0,0,0,0
1894,H1894,H,299.7,309.2,1556,51.5,28,0,0,0,0,0,0
1895,L1895,L,299.5,308.4,1605,37.8,161,0,0,0,0,0,0
1896,L1896,L,298.6,309.7,1554,21.9,162,0,0,0,0,0,0
1897,L1897,L,299.2,309.9,1362,14.6,11,1,0,0,1,0,0
1898,L1898,L,305.7,317.9,1565,55.1,53,1,0,0,1,0,0
1899,L1899,L,297.1,307.8,1523,18.4,186,1,0,0,1,0,0
1900,L1900,L,302.0,311.4,1463,38.9,155,0,0,0,0,0,0
1901,M1901,M,298.5,308.2,1374,43.7,167,0,0,0,0,0,0
1902,M1902,M,300.6,310.9,1506,46.7,104,0,0,0,0,0,0
1903,L1903,L,300.7,311.7,1515,34.2,227,0,0,0,0,0,0
1904,M1904,M,304.1,314.7,1682,26.5,49,0,0,0,0,0,0
1905,M1905,M,299.4,310.0,1569,57.1,162,1,0,0,1,0,0
1906,L1906,L,298.4,307.7,1391,28.8,2,0,0,0,0,0,0
1907,L1907,L,299.5,307.6,1640,44.3,31,0,0,0,0,0,0
1908,H1908,H,301.5,310.4,1736,35.4,143,0,0,0,0,0,0
1909,L1909,L,298.8,310.7,1520,52.7,202,1,1,0,0,0,0
1910,L1910,L,299.1,309.0,1579,44.1,202,1,1,0,0,0,0
1911,M1911,M,301.7,311.6,1865,53.7,181,1,0,0,1,0,0
1912,L1912,L,300.4,310.8,1497,45.7,211,1,1,0,0,0,0
1913,M1913,M,298.1,309.2,1627,60.1,235,1,1,0,1,1,0
1914,L1914,L,298.6,309.7,1488,51.8,167,0,0,0,0,0,0
1915,L1915,L,298.4,307.3,1739,52.0,81,1,0,0,1,0,0
1916,H1916,H,300.7,309.6,1589,30.9,187,0,0,0,0,0,0
1917,L1917,L,299.0,308.4,1823,43.5,6,0,0,0,0,0,0
1918,L1918,L,299.7,309.2,1500,49.0,10,0,0,0,0,0,0
1919,M1919,M,300.6,310.6,1335,57.0,90,0,0,0,0,0,0
1920,M1920,M,299.0,308.0,1499,16.1,101,1,0,0,1,0,0
1921,M1921,M,302.2,311.1,1496,35.9,38,0,0,0,0,0,0
1922,L1922,L,297.0,307.2,1567,68.0,17,1,0,0,1,0,0
1923,H1923,H,302.6,312.1,1704,32.1,186,0,0,0,0,0,0
1924,L1924,L,299.0,310.2,1331,48.7,153,0,0,0,0,0,0
1925,H1925,H,299.2,309.9,1426,43.8,237,0,0,0,0,0,0
1926,M1926,M,300.5,311.0,1569,41.9,90,0,0,0,0,0,0
1927,L1927,L,301.0,311.9,1731,43.0,202,1,1,0,0,0,0
1928,L1928,L,298.1,306.1,1659,32.8,15,0,0,0,0,0,0
1929,L1929,L,297.5,307.3,1265,36.7,53,0,0,0,0,0,0
1930,L1930,L,299.5,307.8,1292,46.3,101,1,0,1,0,0,0
1931,M1931,M,299.5,309.5,1524,50.3,30,0,0,0,0,0,0
1932,M1932,M,303.1,313.5,1364,46.0,166,0,0,0,0,0,0
1933,L1933,L,301.1,311.4,1618,35.1,154,0,0,0,0,0,0
1934,H1934,H,302.7,311.4,1391,26.9,158,0,0,0,0,0,0
1935,L1935,L,299.0,306.9,1268,49.5,122,1,0,1,0,0,0
1936,M1936,M,299.8,309.0,1495,34.4,219,0,0,0,0,0,0
1937,L1937,L,299.5,310.9,1850,38.3,183,0,0,0,0,0,0
1938,L1938,L,299.3,309.2,1146,48.8,37,0,0,0,0,0,0
1939,L1939,L,299.0,309.5,1630,36.7,180,0,0,0,0,0,0
1940,L1940,L,300.3,310.4,1466,45.0,201,0,0,0,0,0,0
1941,L1941,L,298.6,308.2,1638,38.3,72,0,0,0,0,0,0
1942,M1942,M,299.1,308.2,1454,44.4,104,0,0,0,0,0,0
1943,L1943,L,299.7,309.8,1576,41.1,165,0,0,0,0,0,0
1944,L1944,L,301.8,311.9,1669,41.9,28,0,0,0,0,0,0
1945,M1945,M,302.1,313.5,1299,34.7,32,0,0,0,0,0,0
1946,H1946,H,301.6,311.4,1451,37.3,51,0,0,0,0,0,0
1947,L1947,L,302.1,309.5,1313,32.8,227,1,1,1,0,0,0
1948,M1948,M,297.8,307.7,1459,39.4,108,0,0,0,0,0,0
1949,L1949,L,299.9,309.3,1547,32.1,227,1,1,0,0,0,0
1950,M1950,M,300.4,309.1,1845,41.5,201,0,0,0,0,0,0
1951,M1951,M,296.0,304.0,1368,38.9,98,1,0,1,0,0,0
